message	domain
I want a std offer unlimited in airtel to airtel...........	recharge
I need a broadband connection	recharge
Let me confirm. Give me one day time. Meanwhile you may go ahead with the bookings. I need two rooms and no extra bed.	travel
Fridge	support
Need blue tooth speakers	shopping
Best 3G offer	recharge
When will come bus destination to aiims	travel
Hey, want to book a plan ticket to delhi	travel
Price of Montblanc watches	shopping
Do 2 tickets for me	movies
Air fare kochi to banglore	travel
Order chicken shawarma	food
Trimmer	shopping
I want I phone 7	shopping
Fresh menu code please	food
I have purchase a new LED TV of Micromax and I want to avail the extended warranty of 2 years offered by them so could you please contact the customer care and do the needful for availing the extended warranty. its already having a Warranty of one year . the TV was delivered on Saturday	support
best price on z2 plus	shopping
I need a permanent driver	support
Bhopal se patna 26 oct ko train me boon kijiye 3 ac me	travel
ya. ....keep eyes on this product	shopping
Turn off my reminder please	reminders
I want reminder call @ 11 pm morning.. about 5pm ka meeting	reminders
I want to know the train running status of train no. 22858	travel
Whn will it reach jaipur	travel
I am traveling by train 12242. Fromamritsar to Chandigarh. Which station in Chandigarh wifi be close to go to Chandigarh airport by auto	travel
Silver color	shopping
Nikon 5300d price	shopping
The train status 12541	travel
Nearby book stall	nearby
Need lunch	food
Canara bank atm	nearby
Full Taltime offer in tata Docomo	recharge
Railway ticket req.	travel
Suggestions for Formal shoes	shopping
Map from my place to reliance store jogeshwari west momin nagar	nearby
Rajkot to bhavnagar Volvo	travel
Departure City: Muscat	travel
Car cab from Jaipur to bikaner	travel
Cubic mall show timing	movies
Looking for icici ATM	nearby
Hey there, can you help with booking flight tickets?	travel
Can I get some tea in belapur delivered	food
Tysm for the call...	reminders
mysore to Bangalore train tom	travel
Best microweb oven	shopping
You didn't remind me to wake up	reminders
Reminder call at 7.10 am tomorrow	reminders
I have fastrack backpack	shopping
Koatak mahindra bank atm	nearby
salad, sizzling bbq tofu, all toppings ( more beans) {product_id:56847,product_name:California Burrito,api_id:,api_name:zomato}	food
Ok. Set reminder..	reminders
I need sbi	nearby
Salem to banglore now available bus service	travel
Is Samsung Z2 is good	shopping
Best postpaid plans vodafone	recharge
I want to book a table	food
Inq for suite room for groom	travel
Which theater	movies
Nearby domino's	food
Hi, can you find for me.. At what minimum cost, we can travel to JODHPUR FROM KOLKATA?  BOTH Rail and Flight?	travel
Harsh, please tell me how to travel from Katra to Dharamshala	travel
Any offers on AIRTEL recharges	recharge
Want to book tickets for chandigarh and dehradun for the month of jan between 22-26. Can u update me as the fare gets low or kind of sales when airlines offer. We have enough time though.	travel
axis bank atm	nearby
Want to go in October to mount Abu can u manage trip	travel
Places to visit in khargar	travel
I set this up yesterday as well	reminders
Best room rates for the deltin daman check in 2nd oct check out 3rd oct	travel
Bus detail	travel
I wan to deliver one pond cake	food
Best deals for one plus three	shopping
Train no. 64454 kaha tk pahuchi ???	travel
Hello sir how r u. Sir I want to know my PNR no is 2702397870. Train name & no. 14706/BGKT DEEPA EXP. From Jodhpur to Sujan Garh. Dear sir I want to know that which platform no this train boarding. Plz send me that platform no sir thank you	travel
Ola ?	travel
any offer on movie ticket booking?	movies
Could you make it a table for 6 if possible?	food
Any SBI	nearby
Courier service near by	nearby
Hey, need a carpenter	support
Now i m in puzhal chennai...i want dominos pizza...so near by pizza shop detail	food
Can I get a ticket for Andavan kattalai	movies
What's the cost of ticket after discount	movies
Tell me Mtdc resorts in mahrastra	travel
I want the menu card of kfc in inorbit mall , vashi	food
16 gb memory card	shopping
Flip mobile	shopping
I waana book a plane ticket	travel
Please cancell the latest medicine reminder as i've taken the medicine	reminders
I want to order gool gappe at my home	food
Is that near a fair festival???	travel
Mem muje reservation chahiye	food
28size	shopping
Amazon is giving some huge deals it seems	shopping
Tell me about some good and cheap restaurant for couples in lolkata lake gardem area	food
Please Book My ticket for 27 September from thane to Shivaji nagar of Deccan Exp.	travel
Hi .!i need boxing kick bags	shopping
Theatres	nearby
I need to get my smartphone repaired. Can u help out	support
Do u have roadster shirts under 400 rs	shopping
Ya want the movie tickets for saturday	movies
I want to eat Chinese	food
Please send the information of tourist places in coachin city with photos	travel
Share me	reminders
Call me for wake up to day call 11:15 am	reminders
Canara bank	nearby
Stay	travel
Cn u tel of which date I cn get confirmed tickets for delhi to vaishno devi by sleeper category in train	travel
I want 3 wake up calls for 29th Aug	reminders
Best std airtel pLANs in rajasthan circle	recharge
Morning 7 o clock am	reminders
Memory card	shopping
Please compare huwai honor 5x and samsung galaxy on7 (2016).... Which one is best???	shopping
Chaatime branch	nearby
"can you tell me the exact timing of the Train ""Tamilnadu Express""(which runs from Delhi to Chennai). When it will be reaching Bhopal tomorrow morning."	travel
How to check internet balance in vodafone?	recharge
Can I know recent True Story movies??	movies
ICICI	nearby
Plz tell me that micromax a 107 is 3g or 4g phone ?	recharge
Where to buy good quality jeggings	shopping
16 gb?	shopping
I want in 3rd ac	travel
Hi I require to book a flight ticket from pune to kolkata for 16 sep evening preferable.	travel
I want to purchase hard disk?	shopping
Would you suggest me some cases for iphone 5s	shopping
How I can get reliance jio sim	recharge
eyeliner	shopping
I plan to go on oct 28 evening from bangalore to hyderabad and return oct 31 evening	travel
I want to buy samsung earphones	shopping
Set remember	reminders
I have a doubt regarding post ponding flight ticket.. I hav booked flight from Chennai to sharajah on 12 October, I need to postpond to 14 October....	travel
I want the timings of falaknuma to Secunderabad trains list	travel
Which is good restaurant near dwarka	food
Please suggest some Nikon products in same budget	shopping
Hyderabad to Delhi flight one ticket price... sir	travel
Yes, can u find the same above tshirt ?	shopping
How much is flight fair frm bangalore to Thiruvananthapuram on 8th oct	travel
Action shoe	shopping
Re book my train tikets to prasantinilayam from delhi on 15 january 2017 plz	travel
Canara bank near opulant mall gaziabad	nearby
I want to buy a t shirt for sports and show me more than 10 options	shopping
Stop dis reminder plz	reminders
Find plans for gio	recharge
I need to know bus timing	travel
Can u find if any TV cable operator service near narhe ? Near arunbaug society. Dnyandeep school. Manajinagr	nearby
Nearest central bank atm	nearby
Money?	recharge
Sbi bank branch near by me	nearby
can u book tirupati mandir darshan booking 4 tomorrow	travel
6th October rajdhani tickets from Kolkata to Delhi	travel
I need a angle shoes	shopping
Hi lg mobile service center in baner pune	support
Nearest restaurant	food
It was a reminder to meet a frnd. The notification i get mentions about it right?	reminders
Where can I buy Idnex cards cheapest	shopping
Near by medical shop	nearby
Axis Bank deposit machine	nearby
Induction	support
But You couldn't help me to plan a trip inside the city only now you are telling about entire trip	travel
Is there any offer if I recharge thru haptik	recharge
I want to return the item which i order	shopping
Lenovo mobile service center Mumbai nearby Andheri & ghatkoper.	nearby
Remember me to go for dinner at 9:00	reminders
there are also shared cabs to pune	travel
Need a car In bhopal to travel	travel
Train  no12733 .3 tickets	travel
Remind me to pick bundle	reminders
Need a cab! Dude	travel
Cheapest way to reach from MM university, Mullana to Ambala Cantt?	travel
I want flowers	food
Places to visit near pune railway station with GF	travel
How much time will it take incase i order raw chicken 1kg through u?	food
I want to buy moto e3 power	shopping
Please tell me flight rate from Hyderabad to Ahmedabad.. on 27th October 2016 for 1 adult..!!	travel
What's the review on pink ?	shopping
Travel to Delhi on 14	travel
I need from pizza hut	food
Remind me to call shekhar 12:22	reminders
Can you please tell me where I can catch the flight from kollata	travel
The meeting is done delayed. Can u plz remind me about it at 12.15 hrs...	reminders
dynamix pvr	movies
I need to throw a birthday party , can you help me accomodate lounge with 700  per person snacks only with alcohol .	food
Options? Bus or train..	travel
Find me a Cafe please.	food
Sony s110 headphones	shopping
Whats the rate of paneer dishes at jw marriot sb road	food
Malayalam movie oozham rating	movies
Lava service centre	support
train	travel
Hey I want to set a reminder at 5 am on 27 Sept 2016	reminders
Can you find me the nearest sbi bank	nearby
I really don't think so I'll wake up for a single call so snooze it for every 5 min	reminders
Places to visit	travel
Thanks - will the restaurant be confirming separately?	food
Suggest me the restaurant near Lulu mall edappally Kochin	food
How is north country mall	movies
Can you change departure to Sun	travel
Lenovo vibe k5	shopping
no cancel that reminder	reminders
Give me options of compatible chargers of other brands	shopping
Suggest me a phone, company Sony, price 20000	shopping
Need icici deposit machine to deposit money near moulali	nearby
What was the ticket price of habibganj to gadarwara by janshatabdi express	travel
Pls share the menu	food
Can u tell me recipe of chiken chilly	food
Online shopping  for whey protein powder  by amezon	shopping
How much for 1ticket	movies
Photo Studio	nearby
Discount on pizza	food
Hey, can you find me the nearest bar, pubs and discos	nearby
Please activate DND on my number	reminders
Ya....for Bluetooth speaker	shopping
And wake me up after every 10 mins after 9am today	reminders
Oh.. okay thn mostly we ll delay d trip accordingly	travel
Remove my mornning wake up call	reminders
Rajasthan ki airtel ki sim me talk time loan kese lete h ?	recharge
Tell me local train to new delhi to tughkabadh	travel
What's the cost from Bangalore to Noida by flight ?	travel
I need self deposit cash machine for Icici bank	nearby
I want state bank ATM	nearby
Kindly hlp me with the pnr status	travel
I want to know about train status for today train no. 64253	travel
I want to buy VOI JEANS Black Trackpants.{product_id:4899A7568233B02C, product_name:VOI JEANS Black Trackpants, api_id:1, api_name:shortlyst} {carousel_cta}	shopping
Package from kol to Hrisikesh, mussorie	travel
Are there any offers for Uber or ola for existing users?	travel
Now stop the remainder	reminders
Hospet to dharward train on 13/09/2016	travel
Tell me the route of this train	travel
Chennai to tirupati to night duration	travel
Resturant near me which accept side meal pass	food
I want to book a taxi	travel
Syndicate bank in bhopal	nearby
Adidas 365 tshirt	shopping
Delhi to Pune. Cheapest flight today.	travel
Inox Darjeeling movie timming pls	movies
No free seats in aisle or middle	travel
Seat no. ??	travel
Is it multiplex	movies
*Amazon  sale   start*                                         * 99    nike sports shoes*                                                                                                                                                   1.                                                                                                    Http://Nike-shoes-99rs.in                                                            2.                                                                                                              3.                                                                                                                                                                                                  4. Shoes 3                                                      5. *  ; Limited Stock*                                                  * :- payment     ( )*                                                                                                                                            Http://Nike-shoes-99rs.in                                         * 15 oct 2016   *                                                                                                                           *        97  percent   (  99 rs)*	shopping
Photo studio near by	nearby
I igor, Make my trip or sometime clear trip. There are many. We have to compare.	travel
Sofa cleaner ?	support
Would you please suggest me the bus route from my nearest bus stop to ITPL Gate 3, Whitefield, Bengaluru	nearby
I want to refuel my printer's ink	support
Repair my sofa	support
I want ola	travel
Restaurant near nariman point	food
How to reach Agartala from karaikal	travel
Wireless	shopping
Train is time	travel
Remind me to call my girl aftr an hr	reminders
Can you send me the time table of the same train?	travel
I want to order from Bon Appetit.	food
Update me about iPhone 7	shopping
Can u find me nearest government hospital	nearby
Swimming pool near dadar	nearby
I am buying iphone 6s	shopping
When is the expected dates of flipkart big billion day and Amazon yearly sale?	shopping
Plan my trip to sikkim	travel
Can i have the menu of rasna 2?	food
Andhra bank deposit machine nearby	nearby
Purchase new car battery	shopping
Send me that mobile deal	shopping
Hotel promenade Pondicherry	travel
Can u give me some package deals for dalhousie	travel
Please give more designs without less	shopping
iPhone	shopping
Set it for all weekdays	reminders
Near by photo studio	nearby
Power  pank	nearby
Can you book cab for us?	travel
Can you tell me the menu and the price of the items as well of the big Ben and wilsons	food
Tomorry what is the tim of this show in movies tim malad	movies
Watch clash of champion wwe Date 26 Time 5-30	reminders
Somewhat	shopping
Who is the best earphone in brand sennheinser or jbl	shopping
I need taxi	travel
sbi atm	nearby
Train from jalandhar cantt to bhopal j	travel
On 30 Oct del to jammu	travel
Mumbai to goa tikit ka rs kitna hay	travel
There is an issue with my dell monitor can you pls tell me where is dell service center	support
Yz Marathi movie	movies
Can you book cabs like ola uber	travel
Is free data in Jio only on 4g or also valid for 3g?	recharge
Do we have ticket for mumbai cst	travel
Nearby courier service	nearby
Sir i want to return my product in snapdeal	shopping
Airtel store	nearby
Air ticket coupons	travel
Any way to buy roasted coffee beans at this hour?	food
Find me an HP laptop service center near Churchgate	support
Show me watches for my gf	shopping
Stop remainder please	reminders
Looking for a cheap 4g phone	shopping
Hello i want to know that from which airport indigo flight 6E 621 departure is delhi	travel
Find me train from Chandigarh to gorakhpur on 16 September	travel
Train from akola to pune on 26 sept	travel
Is xiaomi mi max supported with any of the virtual reality headset?	shopping
Can you find me nearest mobile shop	nearby
Price?	shopping
Naa... search Adidas originals high sneakers	shopping
Could u please arrange a callback from dishtv customer care	support
What is this reminder about ?	reminders
Please check availability in train no.16315 for today	travel
Is there any taxi service available for udaipur to jaipur which charges 600rs per person basis for swift desire	travel
The Airtel guy just turned and the problem is resolved	support
Can you locate lounge, restaurants and bars near indirapuram and vaishali location	nearby
Can I prebook for Dhoni movie in spi cinemas	movies
Malayalam only	movies
Irumugan review	movies
Yes need more models	shopping
So how do I purchase it	shopping
hi can u please tell me the nearest post office around me	nearby
About booking a cab	travel
How many price of apple 7	shopping
Any deals with continental and North Indian food at CP	food
Hotel gopi is providing AC rooms?? R non AC	travel
What would be best data plan for me	recharge
I want to buy an iphone 6 for free	shopping
5 night 6 days	travel
Nearest theatrefrom ghatkoparstation	travel
Train tickets to gwalior	travel
Black cotton shirt	shopping
U know one thing srijan   In irctc  the fare  415 rs	travel
Can you order me a single veg combo pizza form dominos?	food
Tell me about speakers	shopping
Please book train ticket for me for diwali	travel
Hei puneet... I'd discussion with my family members... Everyone's interested... Totally 9 adults and two kids(3 & 5 yrs old)... Date 8th October to 17th October ... Onwards journey from chennai in train( 3rd AC)... Return to chennai in flight... Since there are 9 members, I would like to avail the discount	travel
Ahmadabad to dwarka by cab or train which is better	travel
I want chicken	food
I want to buy ipad mini 4 with all varient	shopping
Do.not call me	reminders
X	shopping
He delete my reminder	reminders
Want to know whether I can get KFC chicken delivered at my home address	food
Aircel store	nearby
Compare BSNL AND AIRTEL WHICH ON IS BEST IN ALL PLANS INCLUDING NETWORK	recharge
Search flights from Chicago to Mumbai	travel
My father has book a ticket in rajdhani express in senior citizen quota now due to some reason he is not able to travel can this ticket be transferred to my name	travel
Got coffee too	food
Sir can get transport facility by bus from chidambaram to chennai domestic airport airport	travel
24/09/2016 seat are vacant or not .Delhi to Sultanpur	travel
Frequency of Reminders:  2 hours	reminders
Can you remind me every 45 min instead of every half an hour?	reminders
Lenovo vibe k5 note	shopping
I want to buy laptop of Dell budget Rs 23000	shopping
18507 train  live running  status	travel
Reminder for data pack recharge on 1st of September	reminders
2 chocolate chips &4 kesar pista ice cream from Cafe Dlite	food
Can you check for 1st Jan on same train	travel
No I will go through bus	travel
Delhi to goa	travel
I wana order cake	food
I need restaurant in Delhi India	food
Near by bhamriya	nearby
I also need a text reminder at 1.30 again for same	reminders
I want tops	shopping
Best way to reach netaji subhash engineering college from howrah station	travel
Show me all train  between SBC to nzm	travel
Train booking with in 5 days after Laxmi puja from sealdah to jalpaiguri road in sleeper class	travel
I want trimmers	shopping
Ya I want to book a ticket from Mumbai to Lucknow on 27th	travel
Pet store near me	nearby
We want to go to shivanasamudram falls	travel
Can I book a cab here	travel
Hello, can u please give me information about bus availability from Kengeri to Kurnool	travel
What r d movies running in jagityal theatres	movies
Remind me to take a printout  @ 2pm today	reminders
Can you purchase redmi 3s prime for me	shopping
I need package for Kolkata to Nepal  2nights 3days	travel
I don't want a reminder	reminders
Hi help me for the Best veg restaurant in edapally ?	food
Hi can you book tickets for 2 in Kalindi express 14724 for SL FOR TODAY	travel
Maggie recipe	food
is there any pnb atm nearby	nearby
Which which movies in pyal cenma today	movies
I want to order food from chicking	food
Can you show me the ticket rate and route from aurangabad to pondichery	travel
Dominoz	food
Hey I had requested for a daily reminder, it seems it doesn't work anymore, cauz I didn't get a reminder today, can you please gelp	reminders
Setc buses availability	travel
What is the fare now ?	travel
Le meridien hotel dubai	travel
Is there off on lenovo k5 note	shopping
I want to know if I want to travel from jodhapur to jalor nd from jalor to kalyan how much is km .	travel
Can you plan a trip of Portblair for me in month of November	travel
Is it possible to do web check in in international flight?	travel
Any offerz on movies?	movies
Send me the pics of socks	shopping
2nd Nov return tickets from Jaipur to Mum bai	travel
Which movies are showing now	movies
Can you suggest me flight from chennai to Madurai by 27th oct	travel
Can u order me a pizza	food
Medicine	reminders
Electrician right now	support
Taxi service	travel
Cheapest  site for moto g 4 plus  online	shopping
Show me train timings for tomorrow from spn to bly	travel
What is the price for iPhone 7 and when it will be available	shopping
Hey, can you get me the menu of freezeland??	food
I need nearby gymnatics classes	nearby
i need the train time from salem to dindugal	travel
Which bus goes to college Street from hire ?	nearby
Remind me to call Dhiraj and Archana late afternoon	reminders
12071 Jan shatabdi	travel
Watch	movies
bank near my location??	nearby
Hai I want Adidas slippers	shopping
Hi samita... Check bus from Chennai to Salem before Diwali day.....	travel
Fusion dosa cafe menu plzz	food
All flights from mumbai to bhubaneswar	travel
Call me up after 10 minutes	reminders
Generic 5 in one facial massager machine order krna hai cash on delivery pe	shopping
hi.. any special discount on men sports shoe...??	shopping
HP 7 voice tab service center near by areas ameerpet,srnagsr,esi,kp,miyapir give details	support
Tell me fare also	travel
Please stop da reminder of medicine from tomorrow.	reminders
Yeah my client booked my flight ticket thank you	travel
sneakers	shopping
Can u find me a motor driving school nearby?	nearby
OK thanku,plz can u get me other movies playing in same location	movies
which service provider have good 3g plan	recharge
Hi I want taxi	travel
I want to bus a book	travel
Flight details for tomorrow Jaipur to Mumbai in afternoon to night	travel
Can u wish .my bro .having birthday today..	reminders
Where will I get Indian food	food
Hi looking for kfc	food
Can u please tell me which  movies are releasing on coming Friday?	movies
Can u give me promocode for purchasing 64 gb usb 3.0 SanDisk pendrive	shopping
Hey can you please check at nearest medical store	nearby
I am planning to go to daman with my girlfriend	travel
I don't want to place an order	food
I want to set up a bakery plant	reminders
Wake up call at 5	reminders
I need travelers package for port Blair and Ireland	travel
I need a tech guy to come fix my wifi	support
Wake	reminders
The taj hotel k under kitne hotel hai??different	travel
I want to know the nearest backers shop	nearby
Could you assist me with some way better local idea plans for mp cg telecom	recharge
Which is the shortest way to reach Dadri(UP) gr.noida starting from Nirman vihar ( Delhi)	travel
See i want to send my scooter to Aurangabad by bus give me option	travel
hyderabad to khetrabad	travel
I want to know train from kottayam to ernakulam south on 16 September between 4 pm and 5 pm	travel
Please find me price of iPhone 7 in india 128 GB and in jet black color	shopping
I need mp3 player with internal memory	shopping
If reservation of buses are available	travel
Amazon se	shopping
Hi there is a restaurant in Kamla mills	food
uber mumbai coupons for registered users	travel
Good morning.. can i know what r the movies from Bollywood is going to release tomorrow.?	movies
Puma shoes	shopping
I want transport my bike in train	travel
Would prefer evening bus reaching pondi around 8pm	travel
Hii I want buy guienne samsung travel charger	shopping
Need 1 bhk flat for rent in kolkata newtown	nearby
Can you check once more check for reliance jio sim	recharge
Banks	nearby
Reminders	reminders
Hey..i want sandals	shopping
Where can I get the cheesiest pizza in Mumbai	food
Pnb bank near me	nearby
Any HDFC ATM nearby?	nearby
Can u find me cheapest air tkt	travel
Multiplex	movies
Buffet near me	food
Mens parlour near me	nearby
Please tell me fare from Mumbai to Toronto on 26th of April for one passenger. One way ticket.	travel
Biriyani	food
Remind me tmrw mrng 7.45 to book train ticket	travel
Please remind me for blood testing	reminders
Hi, I need to buy a iPhone 6 charger in vashi	shopping
What about train timming	travel
Plz check the seat availability for Dhule to CST Mumbai	travel
Hi. Please give me a wake up call at sharp 9 am today, i.e. On 15th.	reminders
Remind me to take casata ice cream	reminders
Movies n drc theater on Monday	movies
Full talktime	recharge
Get me early morning options onway from delhi to jammu on 11th october for 2 people	travel
I need to book bus ticket	travel
Change dubai tkts dates....remind me tomo at 9 am	reminders
Did I just speak with you in reminder	reminders
I need a Innova cab from Pune airport to Shirdi on 26 Sep 11:15am and next return from Shirdi to Pune airport and I have some places to be seen in Pune on 27 Sep	travel
I would like to know the trains from Secunderabad to Vadalapani,Chennai on 22nd September 3Ac or 2Ac	travel
Looking for Bharathiyar printed t shirt	shopping
9th November 2016. Three adults.	travel
I want to know Airtel prepaid offers	recharge
Flight status?	travel
If I don't wake up please call me again	reminders
show timing of raaz in m2k rohini	movies
How far is the renigunta railway station	travel
I want to purchase kurta,traditional dress for Navratri	shopping
Find me train from Bangalore to Nagpur, so that I reach there by tomorrow 5pm	travel
Is there any trains from tpty to dmm for today	travel
There is an Emirates flight coming in from Dubai. Can you find out at what time it will arrive?	travel
I want to cancel my order.	food
Pls also check for a table at Samarkand in Infantry Road	food
I want to go to udaipur please tell me.the trains.from gonda to udaipur	travel
Jalandhar to ludhiana train time	travel
Hi....i wnt cheapst air ticket to bagkok for dec 20 to dec 27...frm mumbai	travel
What r d products	shopping
I need a taxi from Pune to lavasa by taxi and back	travel
Want piZZA DELIVERY	food
Is cod available on the product?	shopping
Yes I want to purchase power bank	shopping
Nearby monginees shop	nearby
Plz stop all reminders	reminders
Lenovo vive k5 plus mobile	shopping
Axis bank atm*	nearby
PNB Bank my near	nearby
I want to go boisar.....so can u suggests me via train is better or bus??	travel
Train from jayshingpur to Kolhapur for today	travel
My nearest Panjab national bank branch	nearby
Find me a bus from shivaji park to dhaula kua	travel
Details abt iPhone 7	shopping
Need help with iphone 5s covers	shopping
Refrigerator	shopping
I am not getting reminder poped	reminders
Remind me to call my mom everyday at night 8:30	reminders
Angara 5 nampally menu	food
Is pvr motera open at 8:00 am tomorrow for ticket picking ?	movies
Okkkk mentioned this the remainder is about Fee Deposit	reminders
Nearest school	nearby
I need d remainder on every day .	reminders
Something spicy	food
Can u pls check boss me 80 on snapdeal	shopping
Any food delivry here	food
any offer on mobile bill payment	recharge
Hi Sir I am getting reminder twice  make it once every hour	reminders
How to go from kandivali to goregoan west by bus?	travel
Food delivery options in talegaon dabhade	food
Do this have cod option?	shopping
Where is the nearest Andhra bank atm from my location?	nearby
Upcoming movies	movies
Is there any train in 22/9/2016	travel
Cabs??	travel
No I wanted ticket of any flight starting post 3	travel
May I know that will there be name hang on the train of waiting	travel
Book the tickets of inkokkadu	movies
I want to buy biba dress at discounted rates	shopping
I want this reminder also for 20 days	reminders
Can u  tell me near Panasonic service center	support
Kalka to shimla general ticket ?	travel
I would like to know the package of bhubaneswar to goa trip wth flight nd wth 4 days stay tell me the price	travel
Nearest sbi bank	nearby
Cafe or restuarents near cotton college	nearby
Hey !..please remind me for my AIMCAT test on 5th September	reminders
Need in the range of 1500 - 2000	shopping
What is the cheapest price I can get for Samsung A8	shopping
Remind me to book tickets on Saturday morning at 10 am.	reminders
Hi can you check out the train schedule on 29th sept from Chennai to Pollachi	travel
The wake up alarm didnt rang??	reminders
Find me a flight	travel
Redmi 3s phone	shopping
Earphone for micromax	shopping
Hey. My Sony camera w830 is not working.  Out of warranty.  I live in pune	support
Muje flight ka rate jana hai mumubai to cheenai novmbear me	travel
I want trimmer	shopping
iPhone 7	shopping
Any pizza place	food
Airline: GoAir	travel
Give me a fake call	reminders
Sakir der waz train tickets for goa for saturday I mean tomorrow	travel
Any option for half kg red velvet cake?	shopping
Can u give the exact location of shree balaji restaurant?	food
Can u find Me train for Jaipur	travel
Jodhpur to Mumbai train	travel
All alarm stop	reminders
Hy please add a reminder this Thursday 5 o'clock abhishek birthday tomorrow	reminders
I want to buy a tiffin box	shopping
No money	recharge
Can I use wireless headphones provided by 7 in 6s	shopping
Book Rac	travel
power bank	nearby
Any cheaper flights between 3rd to 8th October ?	travel
I want to invest in mutual funds via sip route. Plz help to find me the best long performing fund with super CAGR	support
Can you help mapping out an entire trip for 4 people?	travel
Pl send hotel daspall menu	food
Best cafes in Koramangala	food
Need a train ticket from coimbatore to chennai for 14th after 8pm	travel
I need driver for taxi	travel
Is marshmallow available for Xperia C5 ultra dual	shopping
ICICI Bank	nearby
I want to travel tomorrow to Hyderabad so I m seeking for train or bus can you help with it	travel
Once chart prepared plz update me	travel
Swethashree could u please tell me d cheapest rates for Flight on the 19th of September from Rajkot to Mumbai	travel
Which socks?	shopping
Please find the flights Delhi to Moscow	travel
Shimla Kullu Manali	travel
Is this the anti gravity cover	shopping
I had set the alarm to 6am	reminders
Train fare of spj to Ajmer jn class 3 a/c	travel
Pls cheak it redmi 3s gold 16gb mobile available	shopping
I want buy new sleeper	shopping
Call me...don't text....its for tom...that's Saturday	reminders
Dude, I am looking for a bike trip around 200km from Bangalore,	travel
Flight status please amiksha	travel
My friend just checked the ticket rate. 2PM flight jet airways on Nov 1.	travel
Need details of pure vegetarian restaurants nearby Santacruz and khar station	food
Offers @ CCD	food
Apple phone 7	shopping
Cinema tickets at sathyam	movies
Plz tell me distance between dehradun to delhi	travel
Get me pizza	food
Please set an alarm to wake me up @ 08:30 am today for breakfast	reminders
Tata docomo store	recharge
I want to recharge 2g pack in my main Balance	recharge
I m talking  about pune rajdhani we will go from there	travel
Help me in finding in the ear headphones with mic in budget of around 500 rupees	shopping
Find me a train from hanumangarh to jodhpur	travel
I want a travel package for a couple	travel
Remind me to take the pant from laundry	shopping
Can you information of .. T-shirts 4020 plz	shopping
Hi can u send me baba the crazy eggs menu please	food
Any offers on apparel brands	shopping
PLz let me send a jinse pants for denim pattern	shopping
deactivate the reminder	reminders
Please help in hotel booking at Dubai	travel
I need a cab from akshardham metro station to anandvihar	travel
What is the process for iPhone upgrade program for iPhone 6s users who want to upgrade to iPhone 7 or iPhone 7plus	shopping
Is the pink offer on today	shopping
What about air tickets	travel
Hotels where unmarried can stay?	travel
Hi.. Can u tell me a good veg restaurant nearby to have dinner.. Budget is 1000 for 4 people	food
I need to go to hadapsar by bus can u guide me	travel
DoCoMo store	nearby
Please stop all the reminders	reminders
Is dominoes open in my area ?	food
Cigarette lighter shop near marathahalli	shopping
Food?	food
show me	reminders
DTH recharge?	recharge
I just booked a hotel and bus.. Will take your help next time	travel
Can u suggest me which phone is better in the range of 10000-15000	shopping
Rohtang pass is not included. Kindly suggest some good package	travel
Any deal on domino's	food
Hey I want to know about vaisno Devi package for 2 people	travel
Check in 8th September and check out 9th September	travel
Duranto train for kota	travel
Then why you booked in C row instead of booking in E row??	movies
Do you have the menu for hotel Vijay Sagar restaurant near babulnath?	food
Are there any buses from muktsar to chandigarh	travel
thnkx dear... fr gvng m reminder	reminders
Need Hitachi AC service for 2 AC 's. One is of 1.5.ton and another 1 ton. Also need to repair both remotes of AC.	support
Tell me the movie timings of pink	movies
Travel packages for Goa during January 2016	travel
What is meant by suvidha train	travel
Closest hdfc atm?	nearby
Inox,BMC mall,bhubaneswar	movies
You remember to wake me tomorrow na..?	reminders
Bar and restaurant	food
Can u book me a taxi from Bangalore to mysore	travel
Cake	shopping
Hi i need to book flight	travel
I am looking to buy a new laptop	shopping
I'm getting a reminder wake up Call from Haptik	reminders
Hello plz tel me the way for going to goa	travel
Hey I need one carpentet and an electrician	support
Could you check me the trains from Talcher to Nagpur on Saturday ?	travel
Chemistry cafe menu	food
Can you tell me which the restaurant beside Hangla's Chakala?	food
Availability on 10th	travel
Can u book tickets at pachaiamman theatre ?	movies
Wat r d new features of iPhone 7	shopping
relience digital	shopping
How to activate DND on my phone	reminders
Looking for an ENT Doctor nearby	nearby
Reminder 23rd September 8:45am give collage for printing and taste tea	reminders
Trichy to Thirunallar, bus route and train route	travel
Train tickets to pune	travel
Off the alarm	reminders
Do me a favour kindly call me twice or thrice at intervals of 2-3 minutes. Its hard to wake me up!	reminders
Microsoft 640xl back cover	shopping
I want to buy mobile at range of 8000 to 9000	shopping
Redmi note 3 cost	shopping
Jho athchuthanad movie timing	movies
Nashik to kalyan train	travel
What was the price of sleeper class of train no 12317 from Kolkata to Lucknow	travel
Plz off my reminder	reminders
I need a 32gb pendrive of Sandisk	shopping
Airtel office in Chinchwad ?	nearby
Suggest me Marathi movies	movies
Vistara departs from mumbai from which airport	travel
Deal of the day	shopping
Call 5 - 6 times till I attended the call or cancel ut	reminders
please try leaving blr on monday,12 and return 16	travel
How much kilometers sangameshwer to Goa	travel
Thanks plz turn off this reminder	reminders
Hi plz stop reminders	reminders
Nearest myles car pick up point	travel
Want to book train tickets from pathankot to delhi	travel
Can u check flight charges from Mumbai To Varanasi on 17 sep 2016 and return on 22 to Mumbai.	travel
